Computer_DateTime,Seconds_Elapsed,RPM,Speed_MPH,Throttle_Pct,Yellow_Wire,Green_Wire,Arduino_Millis,OBD_Connected,Arduino_Connected
2026-03-02 00:39:27.388,12.299,731,0.0,16.1,1,1,10678,1,1
2026-03-02 00:39:27.489,12.399,730,0.0,16.1,1,1,10779,1,1
2026-03-02 00:39:27.589,12.500,726,0.0,16.1,1,1,10881,1,1
2026-03-02 00:39:27.690,12.600,718,0.0,16.1,1,1,10979,1,1
2026-03-02 00:39:27.790,12.700,723,0.0,16.1,1,1,11080,1,1
2026-03-02 00:39:27.891,12.801,729,0.0,16.1,0,0,11179,1,1
2026-03-02 00:39:27.991,12.901,734,0.0,16.1,0,0,11282,1,1
2026-03-02 00:39:28.091,13.002,747,0.0,16.1,0,0,11380,1,1
2026-03-02 00:39:28.192,13.102,750,0.0,16.1,0,0,11482,1,1
2026-03-02 00:39:28.292,13.202,758,0.0,16.1,0,0,11580,1,1
2026-03-02 00:39:28.393,13.303,761,0.0,16.1,0,0,11682,1,1
2026-03-02 00:39:28.493,13.403,764,0.0,16.1,0,0,11780,1,1
2026-03-02 00:39:28.594,13.504,770,0.0,16.1,0,0,11882,1,1
2026-03-02 00:39:28.694,13.604,769,0.0,16.1,0,0,11980,1,1
2026-03-02 00:39:28.794,13.704,768,0.0,16.1,0,0,12082,1,1
2026-03-02 00:39:28.895,13.805,770,0.0,16.1,0,0,12180,1,1
2026-03-02 00:39:28.995,13.905,771,0.0,15.7,0,0,12283,1,1
2026-03-02 00:39:29.096,14.006,773,0.0,15.7,0,0,12382,1,1
2026-03-02 00:39:29.196,14.106,768,0.0,15.7,0,0,12483,1,1
2026-03-02 00:39:29.296,14.207,769,0.0,15.7,1,1,12582,1,1
2026-03-02 00:39:29.397,14.307,763,0.0,15.7,1,1,12684,1,1
2026-03-02 00:39:29.497,14.408,758,0.0,15.7,1,1,12782,1,1
2026-03-02 00:39:29.598,14.508,752,0.0,16.1,0,0,12883,1,1
2026-03-02 00:39:29.699,14.609,749,0.0,16.1,0,0,12984,1,1
2026-03-02 00:39:29.799,14.709,746,0.0,16.1,0,0,13084,1,1
2026-03-02 00:39:29.899,14.810,745,0.0,16.1,0,0,13187,1,1
2026-03-02 00:39:30.000,14.910,745,0.0,16.1,1,1,13285,1,1
2026-03-02 00:39:30.100,15.010,740,0.0,16.1,0,0,13386,1,1
2026-03-02 00:39:30.201,15.111,736,0.0,16.1,0,0,13485,1,1
2026-03-02 00:39:30.301,15.211,744,0.0,16.1,0,0,13587,1,1
2026-03-02 00:39:30.402,15.312,742,0.0,16.1,0,0,13684,1,1
2026-03-02 00:39:30.502,15.412,743,0.0,16.1,0,0,13788,1,1
2026-03-02 00:39:30.603,15.513,748,0.0,16.1,0,0,13886,1,1
2026-03-02 00:39:30.703,15.613,748,0.0,16.1,0,0,13987,1,1
2026-03-02 00:39:30.803,15.713,748,0.0,16.1,0,0,14086,1,1
2026-03-02 00:39:30.904,15.814,751,0.0,16.1,0,0,14188,1,1
2026-03-02 00:39:31.004,15.914,758,0.0,16.1,0,0,14286,1,1
2026-03-02 00:39:31.105,16.015,759,0.0,16.1,0,0,14388,1,1
2026-03-02 00:39:31.206,16.116,759,0.0,16.1,0,0,14488,1,1
2026-03-02 00:39:31.306,16.216,761,0.0,15.7,0,0,14588,1,1
2026-03-02 00:39:31.407,16.317,761,0.0,15.7,0,0,14688,1,1
2026-03-02 00:39:31.507,16.417,762,0.0,15.7,0,0,14789,1,1
2026-03-02 00:39:31.608,16.518,763,0.0,15.7,0,0,14891,1,1
2026-03-02 00:39:31.708,16.618,761,0.0,15.7,0,0,14989,1,1
2026-03-02 00:39:31.808,16.719,762,0.0,15.7,0,0,15091,1,1
2026-03-02 00:39:31.909,16.819,760,0.0,15.7,0,0,15190,1,1
2026-03-02 00:39:32.009,16.919,762,0.0,15.7,0,0,15292,1,1
2026-03-02 00:39:32.110,17.020,764,0.0,15.7,0,1,15389,1,1
2026-03-02 00:39:32.210,17.120,763,0.0,15.7,0,1,15492,1,1
2026-03-02 00:39:32.311,17.221,759,0.0,15.7,0,1,15590,1,1
2026-03-02 00:39:32.411,17.321,755,0.0,15.7,0,1,15692,1,1
2026-03-02 00:39:32.511,17.421,749,0.0,15.7,0,0,15791,1,1
2026-03-02 00:39:32.612,17.522,749,0.0,15.7,0,0,15892,1,1
2026-03-02 00:39:32.712,17.622,746,0.0,15.7,0,0,15990,1,1
2026-03-02 00:39:32.813,17.723,748,0.0,15.7,0,1,16093,1,1
2026-03-02 00:39:32.913,17.823,744,0.0,15.7,0,0,16191,1,1
2026-03-02 00:39:33.013,17.923,742,0.0,15.7,0,0,16293,1,1
2026-03-02 00:39:33.114,18.024,744,0.0,15.7,0,0,16394,1,1
2026-03-02 00:39:33.214,18.124,746,0.0,16.1,0,0,16493,1,1
2026-03-02 00:39:33.315,18.225,748,0.0,15.7,0,0,16593,1,1
2026-03-02 00:39:33.415,18.325,743,0.0,15.7,0,0,16694,1,1
2026-03-02 00:39:33.516,18.426,732,0.0,15.7,0,0,16795,1,1
2026-03-02 00:39:33.616,18.526,734,0.0,15.7,0,0,16893,1,1
2026-03-02 00:39:33.717,18.627,744,0.0,15.7,0,0,16997,1,1
2026-03-02 00:39:33.817,18.727,780,0.0,15.7,1,0,17095,1,1
2026-03-02 00:39:33.917,18.828,786,0.0,15.7,1,0,17197,1,1
2026-03-02 00:39:34.018,18.928,800,0.0,15.7,1,0,17295,1,1
2026-03-02 00:39:34.118,19.028,804,0.0,15.7,0,0,17396,1,1
2026-03-02 00:39:34.219,19.129,815,0.0,15.7,0,0,17495,1,1
2026-03-02 00:39:34.319,19.229,820,0.0,15.7,0,0,17597,1,1
2026-03-02 00:39:34.420,19.330,817,0.0,15.7,0,0,17695,1,1
2026-03-02 00:39:34.520,19.430,816,0.0,15.7,1,0,17798,1,1
2026-03-02 00:39:34.620,19.530,815,0.0,15.7,1,0,17896,1,1
2026-03-02 00:39:34.721,19.631,813,0.0,15.7,1,0,17998,1,1
2026-03-02 00:39:34.821,19.731,806,0.0,15.7,0,0,18096,1,1
2026-03-02 00:39:34.921,19.832,814,0.0,15.7,0,0,18198,1,1
2026-03-02 00:39:35.022,19.932,809,0.0,15.7,0,0,18296,1,1
2026-03-02 00:39:35.122,20.032,812,0.0,15.7,0,0,18398,1,1
2026-03-02 00:39:35.223,20.133,810,0.0,15.7,0,0,18496,1,1
2026-03-02 00:39:35.323,20.233,809,0.0,15.7,0,0,18599,1,1
2026-03-02 00:39:35.424,20.334,815,0.0,15.7,0,0,18697,1,1
2026-03-02 00:39:35.524,20.434,813,0.0,15.7,0,0,18799,1,1
2026-03-02 00:39:35.625,20.535,816,0.0,15.7,0,0,18902,1,1
2026-03-02 00:39:35.726,20.636,816,0.0,15.7,0,0,18999,1,1
2026-03-02 00:39:35.826,20.736,812,0.0,15.7,0,0,19101,1,1
2026-03-02 00:39:35.927,20.837,810,0.0,15.7,0,0,19200,1,1
2026-03-02 00:39:36.027,20.937,808,0.0,15.7,0,0,19302,1,1
2026-03-02 00:39:36.128,21.038,805,0.0,15.7,0,0,19399,1,1
2026-03-02 00:39:36.228,21.138,815,0.0,15.7,0,0,19503,1,1
2026-03-02 00:39:36.328,21.239,813,0.0,15.7,0,0,19601,1,1
2026-03-02 00:39:36.429,21.339,808,0.0,15.7,0,0,19702,1,1
2026-03-02 00:39:36.529,21.439,804,0.0,15.7,0,0,19801,1,1
2026-03-02 00:39:36.630,21.540,804,0.0,15.7,0,0,19903,1,1
2026-03-02 00:39:36.730,21.640,808,0.0,15.7,0,0,20000,1,1
2026-03-02 00:39:36.830,21.740,802,0.0,15.3,0,0,20103,1,1
2026-03-02 00:39:36.931,21.841,798,0.0,15.3,0,0,20201,1,1
2026-03-02 00:39:37.031,21.941,798,0.0,15.3,0,0,20303,1,1
2026-03-02 00:39:37.132,22.042,795,0.0,15.3,0,0,20403,1,1
2026-03-02 00:39:37.232,22.142,802,0.0,15.3,1,1,20504,1,1
2026-03-02 00:39:37.333,22.243,800,0.0,15.3,1,1,20605,1,1
2026-03-02 00:39:37.434,22.344,794,0.0,15.3,1,1,20704,1,1
2026-03-02 00:39:37.534,22.444,786,0.0,15.3,1,1,20806,1,1
2026-03-02 00:39:37.635,22.545,784,0.0,15.3,0,0,20903,1,1
2026-03-02 00:39:37.735,22.645,786,0.0,15.3,0,0,21007,1,1
2026-03-02 00:39:37.835,22.745,784,0.0,15.3,0,0,21105,1,1
2026-03-02 00:39:37.936,22.846,786,0.0,15.3,0,0,21207,1,1
2026-03-02 00:39:38.036,22.946,775,0.0,15.3,0,0,21305,1,1
2026-03-02 00:39:38.137,23.047,780,0.0,15.3,0,0,21407,1,1
2026-03-02 00:39:38.237,23.147,779,0.0,15.3,0,0,21506,1,1
2026-03-02 00:39:38.337,23.247,772,0.0,15.3,0,0,21607,1,1
2026-03-02 00:39:38.438,23.348,773,0.0,15.3,0,0,21705,1,1
2026-03-02 00:39:38.538,23.448,778,0.0,15.3,0,0,21808,1,1
2026-03-02 00:39:38.639,23.549,780,0.0,15.3,0,0,21906,1,1
2026-03-02 00:39:38.739,23.649,774,0.0,15.3,0,0,22008,1,1
2026-03-02 00:39:38.840,23.750,768,0.0,15.3,0,0,22107,1,1
2026-03-02 00:39:38.940,23.850,769,0.0,16.1,0,0,22208,1,1
2026-03-02 00:39:39.040,23.950,762,0.0,16.1,0,0,22306,1,1
2026-03-02 00:39:39.141,24.051,762,0.0,16.1,0,0,22409,1,1
2026-03-02 00:39:39.241,24.151,772,0.0,16.1,0,0,22509,1,1
2026-03-02 00:39:39.342,24.252,794,0.0,16.1,0,0,22609,1,1
2026-03-02 00:39:39.442,24.352,809,0.0,16.1,0,0,22709,1,1
2026-03-02 00:39:39.543,24.453,820,0.0,16.1,0,0,22809,1,1
2026-03-02 00:39:39.643,24.553,835,0.0,16.1,0,0,22912,1,1
2026-03-02 00:39:39.744,24.654,834,0.0,16.1,0,0,23010,1,1
2026-03-02 00:39:39.844,24.754,813,0.0,16.1,0,0,23111,1,1
2026-03-02 00:39:39.944,24.855,808,0.0,16.1,0,0,23209,1,1
2026-03-02 00:39:40.045,24.955,808,0.0,16.1,0,0,23313,1,1
2026-03-02 00:39:40.145,25.055,802,0.0,16.1,0,0,23409,1,1
2026-03-02 00:39:40.246,25.156,800,0.0,16.1,0,0,23513,1,1
2026-03-02 00:39:40.346,25.256,801,0.0,16.1,0,0,23611,1,1
2026-03-02 00:39:40.446,25.356,796,0.0,16.1,0,0,23712,1,1
2026-03-02 00:39:40.547,25.457,800,0.0,16.1,0,0,23811,1,1
2026-03-02 00:39:40.647,25.557,802,0.0,16.1,0,0,23913,1,1
2026-03-02 00:39:40.748,25.658,803,0.0,16.1,0,0,24011,1,1
2026-03-02 00:39:40.848,25.758,802,0.0,16.1,0,0,24113,1,1
2026-03-02 00:39:40.948,25.858,806,0.0,16.1,0,0,24211,1,1
2026-03-02 00:39:41.049,25.959,804,0.0,16.1,0,0,24313,1,1
2026-03-02 00:39:41.149,26.059,802,0.0,16.1,0,0,24412,1,1
2026-03-02 00:39:41.250,26.160,799,0.0,16.1,0,0,24514,1,1
2026-03-02 00:39:41.350,26.260,797,0.0,16.1,0,0,24612,1,1
2026-03-02 00:39:41.450,26.360,801,0.0,16.1,0,0,24714,1,1
2026-03-02 00:39:41.551,26.461,800,0.0,16.1,0,0,24812,1,1
2026-03-02 00:39:41.651,26.561,799,0.0,16.1,0,0,24914,1,1
2026-03-02 00:39:41.752,26.662,799,0.0,16.1,0,0,25013,1,1
2026-03-02 00:39:41.852,26.762,796,0.0,16.1,0,0,25115,1,1
2026-03-02 00:39:41.953,26.863,801,0.0,16.1,0,0,25213,1,1
2026-03-02 00:39:42.053,26.963,799,0.0,16.1,0,0,25315,1,1
2026-03-02 00:39:42.154,27.064,802,0.0,16.1,0,0,25417,1,1
2026-03-02 00:39:42.254,27.164,810,0.0,16.1,0,0,25516,1,1
2026-03-02 00:39:42.354,27.264,810,0.0,16.1,0,0,25617,1,1
2026-03-02 00:39:42.455,27.365,812,0.0,16.1,0,0,25715,1,1
2026-03-02 00:39:42.555,27.465,806,0.0,16.1,0,0,25817,1,1
2026-03-02 00:39:42.656,27.566,801,0.0,16.1,0,0,25916,1,1
2026-03-02 00:39:42.756,27.666,801,0.0,16.1,0,0,26018,1,1
2026-03-02 00:39:42.857,27.767,798,0.0,16.1,0,0,26117,1,1
2026-03-02 00:39:42.957,27.867,796,0.0,16.1,0,0,26218,1,1
2026-03-02 00:39:43.057,27.967,793,0.0,16.1,0,0,26316,1,1
2026-03-02 00:39:43.158,28.068,790,0.0,16.1,0,0,26419,1,1
2026-03-02 00:39:43.258,28.168,789,0.0,16.1,0,0,26517,1,1
2026-03-02 00:39:43.359,28.269,784,0.0,16.1,0,0,26618,1,1
2026-03-02 00:39:43.459,28.369,784,0.0,16.1,0,0,26717,1,1
2026-03-02 00:39:43.559,28.469,777,0.0,16.1,0,0,26820,1,1
2026-03-02 00:39:43.660,28.570,779,0.0,16.1,0,0,26917,1,1
2026-03-02 00:39:43.760,28.670,772,0.0,16.1,0,0,27020,1,1
2026-03-02 00:39:43.861,28.771,770,0.0,16.1,0,0,27118,1,1
2026-03-02 00:39:43.961,28.871,774,0.0,16.1,0,0,27219,1,1
2026-03-02 00:39:44.061,28.971,770,0.0,16.1,0,0,27318,1,1
2026-03-02 00:39:44.162,29.072,772,0.0,16.1,0,0,27420,1,1
2026-03-02 00:39:44.262,29.172,778,0.0,16.1,0,0,27518,1,1
2026-03-02 00:39:44.363,29.273,776,0.0,16.1,0,0,27621,1,1
2026-03-02 00:39:44.463,29.373,776,0.0,16.1,0,0,27719,1,1
2026-03-02 00:39:44.563,29.474,780,0.0,16.1,0,0,27821,1,1
2026-03-02 00:39:44.664,29.574,781,0.0,16.1,0,0,27919,1,1
2026-03-02 00:39:44.764,29.674,780,0.0,16.1,0,0,28021,1,1
2026-03-02 00:39:44.865,29.775,781,0.0,16.1,0,0,28120,1,1
2026-03-02 00:39:44.966,29.876,777,0.0,16.1,0,0,28221,1,1
2026-03-02 00:39:45.066,29.976,776,0.0,16.1,0,0,28324,1,1
2026-03-02 00:39:45.166,30.077,777,0.0,16.1,0,0,28423,1,1
2026-03-02 00:39:45.267,30.177,780,0.0,16.1,0,0,28524,1,1
2026-03-02 00:39:45.367,30.277,776,0.0,16.1,0,0,28622,1,1
2026-03-02 00:39:45.468,30.378,779,0.0,16.1,0,0,28724,1,1
2026-03-02 00:39:45.568,30.478,773,0.0,16.1,0,0,28822,1,1
2026-03-02 00:39:45.668,30.579,772,0.0,16.1,0,0,28924,1,1
2026-03-02 00:39:45.769,30.679,777,0.0,16.1,0,0,29023,1,1
2026-03-02 00:39:45.869,30.779,776,0.0,16.1,0,0,29125,1,1
2026-03-02 00:39:45.970,30.880,775,0.0,16.1,0,0,29222,1,1
2026-03-02 00:39:46.070,30.980,772,0.0,16.1,0,0,29326,1,1
2026-03-02 00:39:46.170,31.081,760,0.0,16.1,0,0,29423,1,1
2026-03-02 00:39:46.271,31.181,764,0.0,16.1,0,0,29526,1,1
2026-03-02 00:39:46.371,31.281,762,0.0,16.1,0,0,29624,1,1
2026-03-02 00:39:46.472,31.382,762,0.0,16.1,0,0,29725,1,1
2026-03-02 00:39:46.572,31.482,757,0.0,16.1,0,0,29824,1,1
2026-03-02 00:39:46.672,31.583,757,0.0,16.1,0,0,29926,1,1
2026-03-02 00:39:46.773,31.683,757,0.0,16.1,0,0,30024,1,1
2026-03-02 00:39:46.873,31.783,760,0.0,16.1,0,0,30127,1,1
2026-03-02 00:39:46.974,31.884,759,0.0,16.1,0,0,30225,1,1
2026-03-02 00:39:47.074,31.984,759,0.0,16.1,0,0,30326,1,1
2026-03-02 00:39:47.174,32.085,758,0.0,16.1,0,0,30425,1,1
2026-03-02 00:39:47.275,32.185,758,0.0,16.1,0,0,30527,1,1
2026-03-02 00:39:47.375,32.285,765,0.0,16.1,0,0,30625,1,1
2026-03-02 00:39:47.476,32.386,765,0.0,16.1,0,0,30727,1,1
2026-03-02 00:39:47.576,32.486,765,0.0,16.1,0,0,30825,1,1
2026-03-02 00:39:47.677,32.587,767,0.0,16.1,0,0,30928,1,1
2026-03-02 00:39:47.777,32.687,766,0.0,16.1,0,0,31026,1,1
2026-03-02 00:39:47.878,32.788,766,0.0,16.1,0,0,31128,1,1
2026-03-02 00:39:47.978,32.888,770,0.0,16.1,0,0,31230,1,1
2026-03-02 00:39:48.078,32.989,766,0.0,16.1,0,0,31328,1,1
2026-03-02 00:39:48.179,33.089,769,0.0,16.1,0,0,31430,1,1
2026-03-02 00:39:48.279,33.189,766,0.0,16.1,0,0,31528,1,1
2026-03-02 00:39:48.380,33.290,768,0.0,16.1,0,0,31631,1,1
2026-03-02 00:39:48.480,33.390,770,0.0,16.1,0,0,31729,1,1
2026-03-02 00:39:48.580,33.491,766,0.0,16.1,0,0,31832,1,1
2026-03-02 00:39:48.681,33.591,766,0.0,16.1,0,0,31929,1,1
2026-03-02 00:39:48.781,33.691,762,0.0,16.1,0,0,32031,1,1
2026-03-02 00:39:48.882,33.792,764,0.0,16.1,0,0,32130,1,1
2026-03-02 00:39:48.982,33.892,763,0.0,16.1,0,0,32231,1,1
2026-03-02 00:39:49.083,33.993,757,0.0,16.1,0,0,32329,1,1
2026-03-02 00:39:49.183,34.093,756,0.0,16.1,0,0,32433,1,1
2026-03-02 00:39:49.283,34.194,751,0.0,16.1,0,0,32530,1,1
2026-03-02 00:39:49.384,34.294,748,0.0,16.1,0,0,32632,1,1
2026-03-02 00:39:49.484,34.394,750,0.0,16.1,0,0,32731,1,1
2026-03-02 00:39:49.585,34.495,751,0.0,16.1,0,0,32833,1,1
2026-03-02 00:39:49.685,34.595,752,0.0,16.1,0,0,32930,1,1
2026-03-02 00:39:49.786,34.696,748,0.0,16.1,0,0,33033,1,1
2026-03-02 00:39:49.886,34.796,748,0.0,16.1,0,0,33132,1,1
2026-03-02 00:39:49.987,34.897,750,0.0,16.1,0,0,33232,1,1
2026-03-02 00:39:50.087,34.997,752,0.0,16.1,0,0,33336,1,1
2026-03-02 00:39:50.188,35.098,754,0.0,16.1,0,0,33434,1,1
2026-03-02 00:39:50.288,35.198,757,0.0,16.1,0,0,33536,1,1
2026-03-02 00:39:50.389,35.299,756,0.0,16.1,0,0,33634,1,1
2026-03-02 00:39:50.489,35.399,755,0.0,16.1,0,0,33736,1,1
2026-03-02 00:39:50.589,35.500,759,0.0,16.1,0,0,33833,1,1
2026-03-02 00:39:50.690,35.600,762,0.0,16.1,0,0,33936,1,1
2026-03-02 00:39:50.790,35.700,759,0.0,16.1,0,0,34034,1,1
2026-03-02 00:39:50.891,35.801,760,0.0,16.1,0,0,34137,1,1
2026-03-02 00:39:50.991,35.901,758,0.0,16.1,0,0,34235,1,1
2026-03-02 00:39:51.092,36.002,756,0.0,16.1,0,0,34337,1,1
2026-03-02 00:39:51.192,36.102,757,0.0,16.1,0,0,34436,1,1
2026-03-02 00:39:51.292,36.202,757,0.0,16.1,0,0,34537,1,1
2026-03-02 00:39:51.393,36.303,752,0.0,16.1,0,0,34635,1,1
2026-03-02 00:39:51.493,36.403,755,0.0,16.1,0,0,34737,1,1
2026-03-02 00:39:51.593,36.504,757,0.0,16.1,0,0,34835,1,1
2026-03-02 00:39:51.694,36.604,755,0.0,16.1,0,0,34938,1,1
2026-03-02 00:39:51.794,36.704,754,0.0,16.1,0,0,35037,1,1
2026-03-02 00:39:51.895,36.805,753,0.0,16.1,0,0,35138,1,1
2026-03-02 00:39:51.995,36.905,750,0.0,16.1,0,0,35236,1,1
